SKU,Author,Name,Type,Price,Category,"Sub Category","Short Discription","Long Discription","Dead Line",Image,Tags,"Package Products",Slug,"Product Status","Product Language","Product Locations","Download Link"
ID000042,rstartuplawyer@gmail.com,Incorporation,,15000,,Service,"Small description","Long description",14,,Shipping,,incorporation,publish,English@Sinhala,,"
"
ID000043,rstartuplawyer@gmail.com,"Deed work",,5000,,Service,"Small description","Long description",3,,Deeds,,deed-work,publish,Others@Sinhala@English,,"
"
ID000044,rstartuplawyer@gmail.com,"Service by Entrepreneur",,1000000,,Service,"Small description","Long description",11,,Employment,,service-by-entrepreneur,publish,Others@Sinhala@English,,"
"
ID000045,rstartuplawyer@gmail.com,"Employee engagement programme",,5000,,Service,"Small description","Long description",10,,Incorporation,,employee-engagement-programme,publish,Others@Sinhala@English,,"
"
ID000046,rstartuplawyer@gmail.com,"Due  diligence",,0,,Service,"Small description","Long description",3,,Contracts,,due-diligence,publish,Others@Sinhala@English,,"
"
ID000047,rstartuplawyer@gmail.com,"How to raise funding for your startup",,30,,course,"Small description","Long description",0,,"For Consultants",,how-to-raise-funding-for-your-startup,publish,Others@Sinhala@English,,"
"
ID000048,rstartuplawyer@gmail.com,"How to start a coaching business",,30000,,course,"Small description","Long description",14,,"For Businesses",,how-to-start-a-coaching-business,publish,Others@Sinhala@English,,"
"
ID000049,rstartuplawyer@gmail.com,"How to dissolve companies",,1000,,course,"Small description","Long description",13,,"For Company Secretaries",,how-to-dissolve-companies,publish,English@Sinhala,,"
"
ID000050,rstartuplawyer@gmail.com,"Course for Lawyers",,0,course,,"Small description","Long description",5,,"For Lawyers",,course-for-lawyers,publish,Sinhala,,"
"
ID000051,rstartuplawyer@gmail.com,"Initial Consultation",,5000,Booking,Consultation,"Small description","Long description",1,,"Other Consultation",,initial-consultation,publish,Sinhala,,"
"
ID000052,rstartuplawyer@gmail.com,"Initial Consultation",,5000,Booking,Consultation,"Small description","Long description",2,,"Special Consultation",,initial-consultation-6,publish,Sinhala,,"
"
ID000053,rstartuplawyer@gmail.com,"Initial Consultation",,0,Booking,Consultation,"Small description","Long description",2,,"First Consultation",,initial-consultation-5,publish,Sinhala,,"
"
ID000054,rstartuplawyer@gmail.com,"Indepth Consultation",,0,Booking,Consultation,"Small description","Long description",14,,"Follow up Consultation",,indepth-consultation-5,publish,Sinhala,,"
"
ID000055,rstartuplawyer@gmail.com,"Indepth Consultation",,5000,Booking,Consultation,"Small description","Long description",1,,"Other Consultation",,indepth-consultation-4,publish,Sinhala,,"
"
ID000056,rstartuplawyer@gmail.com,"Indepth Consultation",,5000,Booking,Consultation,"Small description","Long description",2,,"Special Consultation",,indepth-consultation-3,publish,Others@Sinhala,,"
"
ID000057,rstartuplawyer@gmail.com,"Indepth Consultation",,0,Booking,Consultation,"Small description","Long description",14,,"Follow up Consultation",,indepth-consultation-2,publish,English@Sinhala,,"
"
ID000058,rstartuplawyer@gmail.com,"General Consultation",,0,Booking,Consultation,"Small description","Long description",2,,"First Consultation",,general-consultation,publish,Others@Sinhala,,"
"
ID000059,rstartuplawyer@gmail.com,"Coaching for success",,5000,Booking,Coaching,"Small description","Long description",1,,Startup,,coaching-for-success,publish,English,,"
"
ID000060,rstartuplawyer@gmail.com,"Hiring Employees",,0,Booking,Coaching,"Small description","Long description",2,,"Covid related",,hiring-employees-2,publish,Sinhala,,"
"
ID000061,rstartuplawyer@gmail.com,"How to conduct a meeting",,30000,Booking,Coaching,"Small description","Long description",14,,"Strategic Partnership",,how-to-conduct-a-meeting,publish,English@Sinhala,,"
"
ID000062,rstartuplawyer@gmail.com,"Public speaking",,10000,Booking,Coaching,"Small description","Long description",2,,"Client Orientation",,public-speaking,publish,Others@Sinhala,,"
"
ID000063,rstartuplawyer@gmail.com,"Webinar for Consultants",,5000,webinars,,"Small description","Long description",10,,"For Consultants",,webinar-for-consultants-2,publish,Others,,"
"
ID000064,rstartuplawyer@gmail.com,"Webinar for Businesses",,1500,webinars,,"Small description","Long description",9,,"For Businesses",,webinar-for-businesses-2,publish,English,,"
"
ID000065,rstartuplawyer@gmail.com,"Webinar for Company Secretaries",,800000,webinars,,"Small description","Long description",8,,"For Company Secretaries",,webinar-for-company-secretaries-2,publish,English@Sinhala,,"
"
ID000066,rstartuplawyer@gmail.com,"Webianr for Lawyers - Bona Fide",,2000,,,"Small description","Long description",10,,"For Lawyers",,webianr-for-lawyers-bona-fide-2,publish,Others@Sinhala,,"
"
ID000067,rstartuplawyer@gmail.com,"Package 5",,7000,,Package,"Small description","Long description",3,,"Contracts@Appraisals@EPF ETF",,package-5,publish,Sinhala,,"
"
ID000068,rstartuplawyer@gmail.com,"Package 6",,20000,Package,,"Small description","Long description",1,,Incorporation@Trademarks@Marketing,,package-6,publish,Others,,"
"
ID000069,rstartuplawyer@gmail.com,"Package 7",,11000,,Package,"Small description","Long description",2,,"Change management@Personal Development@Due Diligence",,package-7,publish,English@Sinhala,,"
"
ID000070,rstartuplawyer@gmail.com,"Package 8",,9000,,Package,"Small description","Long description",14,,Employment@Deeds@Contracts,,package-8,publish,Others@Sinhala,,"
"
MilestoneTestingSP1.008,rstartuplawyer@gmail.com,"New service product created by Admin for testing",,5000,,Service,"<p>Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee ,deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Bye ill allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</h2><p>&nbsp;</p>",3,,Newtesttag@Deeds,,test-1-29,publish,English@Sinhala@Others,,
TestingSP3.003,rstartuplawyer@gmail.com,"New Coaching  product created by Admin for testing author 90",,0,,,"<p>Short discription</p>","<p>Long discription</p>",0,,,,new-coaching-product-created-by-admin-for-testing-author-90,publish,,,"
"
" sku-test123",rstartuplawyer@gmail.com,"course product",simple,1000,course,,<p>short</p>,"<h2>What is Lorem Ipsum?</h2><p><strong>Lorem Ipsum</strong> is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p><h2>Why do we use it?</h2><p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p><p><br>&nbsp;</p><h2>Where does it come from?</h2><p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p><p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>",20,https://startuplawyer.lk/main/uploads/1629465872.jpg,"Sales &#038; Marketing@FINAL NEW TAG",,test-product,publish,English@Sinhala@Others,"Physical at Client’s Office@Online via Startup Lawyer",link
