SKU,Author,Name,Type,Price,Category,"Sub Category","Short Discription","Long Discription","Dead Line",Image,Tags,"Package Products",Slug,"Product Status","Product Language"
ID000023,brandtestingSP1.SL@gmail.com,"Double trouble",variable,"Request quote",Booking,Consultation,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","2 days",,"First Consultation",,double-trouble,publish,Tamil@English
ID000022,brandtestingSP2.SL@gmail.com,"Indepth Consultation",variable,"Request quote",Booking,Consultation,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","14 days",,"Follow up Consultation",,indepth-consultation,publish,Sinhala@English
ID000021,brandtestingSP3.SL@gmail.com,"Indepth Consultation",variable,5000,Booking,Consultation,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","2 days",,"Special Consultation",,indepth-consultation,publish,Tamil@English
ID000020,brandtestingSP4.SL@gmail.com,"Indepth Consultation",variable,5000,Booking,Consultation,"<p>Short discriptionI\\\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","1 week",,"Other Consultation",,indepth-consultation,publish,English
ID000019,brandtestingSP2.SL@gmail.com,"Indepth Consultation",variable,"Request quote",Booking,Consultation,<p>Happy</p>,"<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","14 days",,"Follow up Consultation",,indepth-consultation,publish,English
ID000018,brandtestingSP1.SL@gmail.com,"Initial Consultation",simple,"Request quote",Booking,Consultation,<p>Trademark.</p>,"<h2>Santa Clause</h2><p>&nbsp;</p>","2 days",,"First Consultation",,initial-consultation-4,publish,
ID000017,brandtestingSP3.SL@gmail.com,"Initial Consultation",simple,5000,Booking,Consultation,"<p>Short discriptionI\\\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=""table""><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","2 days",,"Special Consultation",,initial-consultation-3,publish,
ID000016,brandtestingSP4.SL@gmail.com,"Initial Consultation",simple,5000,Booking,Consultation,"<p>Short discriptionI\\\\\\\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=""table""><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","1 week",,"Other Consultation",,initial-consultation-2,publish,
ID000015,brandtestingSP1.SL@gmail.com,"Justa Causa",variable,0,"For Lawyers",Course,"Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.","<h2>Long discription</h2>[break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo[break][break]<figure class=table>[break][break]<table style=height: 182px; width=621>[break][break]<tbody>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]<tr>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]<td></td>[break][break]</tr>[break][break]</tbody>[break][break]</table>[break][break]</figure>[break][break]ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.[break][break]<h3>ggggggggggg</h3>[break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.[break][break][break][break]I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.",5,,"For Lawyers",,justa-causa,publish,English
ID000014,brandtestingSP2.SL@gmail.com,"How to dissolve companies",variable,1000,"For Secretaries",Course,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","13 working days from acceptance",,"For Company Secretaries",,how-to-dissolve-companies,publish,Sinhala@English
ID000013,brandtestingSP3.SL@gmail.com,"How to start a coaching business",variable,30000,"For Consultants",Course,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","14 working days from acceptance",,"For Businesses",,how-to-start-a-coaching-business,publish,Tamil@English@Sinhala
ID000012,brandtestingSP4.SL@gmail.com,"How to raise funding for your startup",variable,30,"For Entrepreneurs",Course,"<p>Short discriptionI\\\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","Within 3 months",,"For Consultants",,how-to-raise-funding-for-your-startup,publish,Tamil@English@Sinhala
ID000011,brandtestingSP1.SL@gmail.com,"Due  diligence",variable,0,Lawyer,Service,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","3 working days",,Contracts,,due-diligence,publish,Tamil@English@Sinhala
ID000010,brandtestingSP3.SL@gmail.com,"Employee engagement programme",variable,5000,Consultant,Service,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","10 working days from acceptance",,Incorporation,,employee-engagement-programme,publish,Tamil@English@Sinhala
ID000009,brandtestingSP4.SL@gmail.com,"New service product created by Admin for testing- Justa Causa",variable,1000000,Entrepreneur,Service,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","11 working days from acceptance",,Employment,,new-service-product-created-by-admin-for-testing-justa-causa,publish,Tamil@English@Sinhala
ID000008,brandtestingSP1.SL@gmail.com,"Deed work",variable,5000,Lawyer,Service,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","3 working days",,Deeds,,deed-work,publish,Tamil@English@Sinhala
ID000007,brandtestingSP2.SL@gmail.com,Incorporation,variable,15000,Secretary,Service,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","14 days",,Shipping,,incorporation,publish,Sinhala@English
